Entity,Code,Year,Which countries include the inactivated polio vaccine (IPV) in their national vaccination programs?
Serbia,SRB,2006,Not routinely administered
Serbia,SRB,2007,Not routinely administered
Serbia,SRB,2008,Not routinely administered
Serbia,SRB,2009,Not routinely administered
Serbia,SRB,2010,Not routinely administered
Serbia,SRB,2011,Not routinely administered
Serbia,SRB,2012,Not routinely administered
Serbia,SRB,2013,Not routinely administered
Serbia,SRB,2014,Not routinely administered
Serbia,SRB,2015,Entire country
Serbia,SRB,2016,Entire country
Serbia,SRB,2017,Entire country
Serbia,SRB,2018,Entire country
Serbia,SRB,2019,Entire country
Serbia,SRB,2020,Entire country
Serbia,SRB,2021,Entire country
Serbia,SRB,2022,Entire country
Serbia,SRB,2023,Entire country
Serbia,SRB,2024,Entire country
Seychelles,SYC,1955,Not routinely administered
Seychelles,SYC,1956,Not routinely administered
Seychelles,SYC,1957,Not routinely administered
Seychelles,SYC,1958,Not routinely administered
Seychelles,SYC,1959,Not routinely administered
Seychelles,SYC,1960,Not routinely administered
Seychelles,SYC,1961,Not routinely administered
Seychelles,SYC,1962,Not routinely administered
Seychelles,SYC,1963,Not routinely administered
Seychelles,SYC,1964,Not routinely administered
Seychelles,SYC,1965,Not routinely administered
Seychelles,SYC,1966,Not routinely administered
Seychelles,SYC,1967,Not routinely administered
Seychelles,SYC,1968,Not routinely administered
Seychelles,SYC,1969,Not routinely administered
Seychelles,SYC,1970,Not routinely administered
Seychelles,SYC,1971,Not routinely administered
Seychelles,SYC,1972,Not routinely administered
Seychelles,SYC,1973,Not routinely administered
Seychelles,SYC,1974,Not routinely administered
Seychelles,SYC,1975,Not routinely administered
Seychelles,SYC,1976,Not routinely administered
Seychelles,SYC,1977,Not routinely administered
Seychelles,SYC,1978,Not routinely administered
Seychelles,SYC,1979,Not routinely administered
Seychelles,SYC,1980,Not routinely administered
Seychelles,SYC,1981,Not routinely administered
Seychelles,SYC,1982,Not routinely administered
Seychelles,SYC,1983,Not routinely administered
Seychelles,SYC,1984,Not routinely administered
Seychelles,SYC,1985,Not routinely administered
Seychelles,SYC,1986,Not routinely administered
Seychelles,SYC,1987,Not routinely administered
Seychelles,SYC,1988,Not routinely administered
Seychelles,SYC,1989,Not routinely administered
Seychelles,SYC,1990,Not routinely administered
Seychelles,SYC,1991,Not routinely administered
Seychelles,SYC,1992,Not routinely administered
Seychelles,SYC,1993,Not routinely administered
Seychelles,SYC,1994,Not routinely administered
Seychelles,SYC,1995,Not routinely administered
Seychelles,SYC,1996,Not routinely administered
Seychelles,SYC,1997,Not routinely administered
Seychelles,SYC,1998,Not routinely administered
Seychelles,SYC,1999,Not routinely administered
Seychelles,SYC,2000,Not routinely administered
Seychelles,SYC,2001,Not routinely administered
Seychelles,SYC,2002,Not routinely administered
Seychelles,SYC,2003,Not routinely administered
Seychelles,SYC,2004,Not routinely administered
Seychelles,SYC,2005,Not routinely administered
Seychelles,SYC,2006,Not routinely administered
Seychelles,SYC,2007,Not routinely administered
Seychelles,SYC,2008,Not routinely administered
Seychelles,SYC,2009,Not routinely administered
Seychelles,SYC,2010,Not routinely administered
Seychelles,SYC,2011,Not routinely administered
Seychelles,SYC,2012,Not routinely administered
Seychelles,SYC,2013,Not routinely administered
Seychelles,SYC,2014,Not routinely administered
Seychelles,SYC,2015,Entire country
Seychelles,SYC,2016,Entire country
Seychelles,SYC,2017,Entire country
Seychelles,SYC,2018,Entire country
Seychelles,SYC,2019,Entire country
Seychelles,SYC,2020,Entire country
Seychelles,SYC,2021,Entire country
Seychelles,SYC,2022,Entire country
Seychelles,SYC,2023,Entire country
Seychelles,SYC,2024,Entire country
Sierra Leone,SLE,1955,Not routinely administered
Sierra Leone,SLE,1956,Not routinely administered
Sierra Leone,SLE,1957,Not routinely administered
Sierra Leone,SLE,1958,Not routinely administered
Sierra Leone,SLE,1959,Not routinely administered
Sierra Leone,SLE,1960,Not routinely administered
Sierra Leone,SLE,1961,Not routinely administered
Sierra Leone,SLE,1962,Not routinely administered
Sierra Leone,SLE,1963,Not routinely administered
Sierra Leone,SLE,1964,Not routinely administered
Sierra Leone,SLE,1965,Not routinely administered
Sierra Leone,SLE,1966,Not routinely administered
Sierra Leone,SLE,1967,Not routinely administered
Sierra Leone,SLE,1968,Not routinely administered
Sierra Leone,SLE,1969,Not routinely administered
Sierra Leone,SLE,1970,Not routinely administered
Sierra Leone,SLE,1971,Not routinely administered
Sierra Leone,SLE,1972,Not routinely administered
Sierra Leone,SLE,1973,Not routinely administered
Sierra Leone,SLE,1974,Not routinely administered
Sierra Leone,SLE,1975,Not routinely administered
Sierra Leone,SLE,1976,Not routinely administered
Sierra Leone,SLE,1977,Not routinely administered
Sierra Leone,SLE,1978,Not routinely administered
Sierra Leone,SLE,1979,Not routinely administered
Sierra Leone,SLE,1980,Not routinely administered
Sierra Leone,SLE,1981,Not routinely administered
Sierra Leone,SLE,1982,Not routinely administered
Sierra Leone,SLE,1983,Not routinely administered
Sierra Leone,SLE,1984,Not routinely administered
Sierra Leone,SLE,1985,Not routinely administered
Sierra Leone,SLE,1986,Not routinely administered
Sierra Leone,SLE,1987,Not routinely administered
Sierra Leone,SLE,1988,Not routinely administered
Sierra Leone,SLE,1989,Not routinely administered
Sierra Leone,SLE,1990,Not routinely administered
Sierra Leone,SLE,1991,Not routinely administered
Sierra Leone,SLE,1992,Not routinely administered
Sierra Leone,SLE,1993,Not routinely administered
Sierra Leone,SLE,1994,Not routinely administered
Sierra Leone,SLE,1995,Not routinely administered
Sierra Leone,SLE,1996,Not routinely administered
Sierra Leone,SLE,1997,Not routinely administered
Sierra Leone,SLE,1998,Not routinely administered
Sierra Leone,SLE,1999,Not routinely administered
Sierra Leone,SLE,2000,Not routinely administered
Sierra Leone,SLE,2001,Not routinely administered
Sierra Leone,SLE,2002,Not routinely administered
Sierra Leone,SLE,2003,Not routinely administered
Sierra Leone,SLE,2004,Not routinely administered
Sierra Leone,SLE,2005,Not routinely administered
Sierra Leone,SLE,2006,Not routinely administered
Sierra Leone,SLE,2007,Not routinely administered
Sierra Leone,SLE,2008,Not routinely administered
Sierra Leone,SLE,2009,Not routinely administered
Sierra Leone,SLE,2010,Not routinely administered
Sierra Leone,SLE,2011,Not routinely administered
Sierra Leone,SLE,2012,Not routinely administered
Sierra Leone,SLE,2013,Not routinely administered
Sierra Leone,SLE,2014,Not routinely administered
Sierra Leone,SLE,2015,Not routinely administered
Sierra Leone,SLE,2016,Not routinely administered
Sierra Leone,SLE,2017,Not routinely administered
Sierra Leone,SLE,2018,Entire country
Sierra Leone,SLE,2019,Entire country
Sierra Leone,SLE,2020,Entire country
Sierra Leone,SLE,2021,Entire country
Sierra Leone,SLE,2022,Entire country
Sierra Leone,SLE,2023,Entire country
Sierra Leone,SLE,2024,Entire country
Singapore,SGP,1955,Not routinely administered
Singapore,SGP,1956,Not routinely administered
Singapore,SGP,1957,Not routinely administered
Singapore,SGP,1958,Not routinely administered
Singapore,SGP,1959,Not routinely administered
Singapore,SGP,1960,Not routinely administered
Singapore,SGP,1961,Not routinely administered
Singapore,SGP,1962,Not routinely administered
Singapore,SGP,1963,Not routinely administered
Singapore,SGP,1964,Not routinely administered
Singapore,SGP,1965,Not routinely administered
Singapore,SGP,1966,Not routinely administered
Singapore,SGP,1967,Not routinely administered
Singapore,SGP,1968,Not routinely administered
Singapore,SGP,1969,Not routinely administered
Singapore,SGP,1970,Not routinely administered
Singapore,SGP,1971,Not routinely administered
Singapore,SGP,1972,Not routinely administered
Singapore,SGP,1973,Not routinely administered
Singapore,SGP,1974,Not routinely administered
Singapore,SGP,1975,Not routinely administered
Singapore,SGP,1976,Not routinely administered
Singapore,SGP,1977,Not routinely administered
Singapore,SGP,1978,Not routinely administered
Singapore,SGP,1979,Not routinely administered
Singapore,SGP,1980,Not routinely administered
Singapore,SGP,1981,Not routinely administered
Singapore,SGP,1982,Not routinely administered
Singapore,SGP,1983,Not routinely administered
Singapore,SGP,1984,Not routinely administered
Singapore,SGP,1985,Not routinely administered
Singapore,SGP,1986,Not routinely administered
Singapore,SGP,1987,Not routinely administered
Singapore,SGP,1988,Not routinely administered
Singapore,SGP,1989,Not routinely administered
Singapore,SGP,1990,Not routinely administered
Singapore,SGP,1991,Not routinely administered
Singapore,SGP,1992,Not routinely administered
Singapore,SGP,1993,Not routinely administered
Singapore,SGP,1994,Not routinely administered
Singapore,SGP,1995,Not routinely administered
Singapore,SGP,1996,Not routinely administered
Singapore,SGP,1997,Not routinely administered
Singapore,SGP,1998,Not routinely administered
Singapore,SGP,1999,Not routinely administered
Singapore,SGP,2000,Not routinely administered
Singapore,SGP,2001,Not routinely administered
Singapore,SGP,2002,Not routinely administered
Singapore,SGP,2003,Not routinely administered
Singapore,SGP,2004,Not routinely administered
Singapore,SGP,2005,Not routinely administered
Singapore,SGP,2006,Not routinely administered
Singapore,SGP,2007,Not routinely administered
Singapore,SGP,2008,Not routinely administered
Singapore,SGP,2009,Not routinely administered
Singapore,SGP,2010,Not routinely administered
Singapore,SGP,2011,Not routinely administered
Singapore,SGP,2012,Not routinely administered
Singapore,SGP,2013,Entire country
Singapore,SGP,2014,Entire country
Singapore,SGP,2015,Entire country
Singapore,SGP,2016,Entire country
Singapore,SGP,2017,Entire country
Singapore,SGP,2018,Entire country
Singapore,SGP,2019,Entire country
Singapore,SGP,2020,Entire country
Singapore,SGP,2021,Entire country
Singapore,SGP,2022,Entire country
Singapore,SGP,2023,Entire country
Singapore,SGP,2024,Entire country
Slovakia,SVK,1993,Not routinely administered
Slovakia,SVK,1994,Not routinely administered
Slovakia,SVK,1995,Not routinely administered
Slovakia,SVK,1996,Not routinely administered
Slovakia,SVK,1997,Not routinely administered
Slovakia,SVK,1998,Not routinely administered
Slovakia,SVK,1999,Not routinely administered
Slovakia,SVK,2000,Not routinely administered
Slovakia,SVK,2001,Not routinely administered
Slovakia,SVK,2002,Not routinely administered
Slovakia,SVK,2003,Not routinely administered
Slovakia,SVK,2004,Not routinely administered
Slovakia,SVK,2005,Entire country
Slovakia,SVK,2006,Entire country
Slovakia,SVK,2007,Entire country
Slovakia,SVK,2008,Entire country
Slovakia,SVK,2009,Entire country
Slovakia,SVK,2010,Entire country
Slovakia,SVK,2011,Entire country
Slovakia,SVK,2012,Entire country
Slovakia,SVK,2013,Entire country
Slovakia,SVK,2014,Entire country
Slovakia,SVK,2015,Entire country
Slovakia,SVK,2016,Entire country
Slovakia,SVK,2017,Entire country
Slovakia,SVK,2018,Entire country
Slovakia,SVK,2019,Entire country
Slovakia,SVK,2020,Entire country
Slovakia,SVK,2021,Entire country
Slovakia,SVK,2022,Entire country
Slovakia,SVK,2023,Entire country
Slovakia,SVK,2024,Entire country
Slovenia,SVN,1991,Not routinely administered
Slovenia,SVN,1992,Not routinely administered
Slovenia,SVN,1993,Not routinely administered
Slovenia,SVN,1994,Not routinely administered
Slovenia,SVN,1995,Not routinely administered
Slovenia,SVN,1996,Not routinely administered
Slovenia,SVN,1997,Not routinely administered
Slovenia,SVN,1998,Not routinely administered
Slovenia,SVN,1999,Not routinely administered
Slovenia,SVN,2000,Not routinely administered
Slovenia,SVN,2001,Not routinely administered
Slovenia,SVN,2002,Not routinely administered
Slovenia,SVN,2003,Not routinely administered
Slovenia,SVN,2004,Entire country
Slovenia,SVN,2005,Entire country
Slovenia,SVN,2006,Entire country
Slovenia,SVN,2007,Entire country
Slovenia,SVN,2008,Entire country
Slovenia,SVN,2009,Entire country
Slovenia,SVN,2010,Entire country
Slovenia,SVN,2011,Entire country
Slovenia,SVN,2012,Entire country
Slovenia,SVN,2013,Entire country
Slovenia,SVN,2014,Entire country
Slovenia,SVN,2015,Entire country
Slovenia,SVN,2016,Entire country
Slovenia,SVN,2017,Entire country
Slovenia,SVN,2018,Entire country
Slovenia,SVN,2019,Entire country
Slovenia,SVN,2020,Entire country
Slovenia,SVN,2021,Entire country
Slovenia,SVN,2022,Entire country
Slovenia,SVN,2023,Entire country
Slovenia,SVN,2024,Entire country
Solomon Islands,SLB,1955,Not routinely administered
Solomon Islands,SLB,1956,Not routinely administered
Solomon Islands,SLB,1957,Not routinely administered
Solomon Islands,SLB,1958,Not routinely administered
Solomon Islands,SLB,1959,Not routinely administered
Solomon Islands,SLB,1960,Not routinely administered
Solomon Islands,SLB,1961,Not routinely administered
Solomon Islands,SLB,1962,Not routinely administered
Solomon Islands,SLB,1963,Not routinely administered
Solomon Islands,SLB,1964,Not routinely administered
Solomon Islands,SLB,1965,Not routinely administered
Solomon Islands,SLB,1966,Not routinely administered
Solomon Islands,SLB,1967,Not routinely administered
Solomon Islands,SLB,1968,Not routinely administered
Solomon Islands,SLB,1969,Not routinely administered
Solomon Islands,SLB,1970,Not routinely administered
Solomon Islands,SLB,1971,Not routinely administered
Solomon Islands,SLB,1972,Not routinely administered
Solomon Islands,SLB,1973,Not routinely administered
Solomon Islands,SLB,1974,Not routinely administered
Solomon Islands,SLB,1975,Not routinely administered
Solomon Islands,SLB,1976,Not routinely administered
Solomon Islands,SLB,1977,Not routinely administered
Solomon Islands,SLB,1978,Not routinely administered
Solomon Islands,SLB,1979,Not routinely administered
Solomon Islands,SLB,1980,Not routinely administered
Solomon Islands,SLB,1981,Not routinely administered
Solomon Islands,SLB,1982,Not routinely administered
Solomon Islands,SLB,1983,Not routinely administered
Solomon Islands,SLB,1984,Not routinely administered
Solomon Islands,SLB,1985,Not routinely administered
Solomon Islands,SLB,1986,Not routinely administered
Solomon Islands,SLB,1987,Not routinely administered
Solomon Islands,SLB,1988,Not routinely administered
Solomon Islands,SLB,1989,Not routinely administered
Solomon Islands,SLB,1990,Not routinely administered
Solomon Islands,SLB,1991,Not routinely administered
Solomon Islands,SLB,1992,Not routinely administered
Solomon Islands,SLB,1993,Not routinely administered
Solomon Islands,SLB,1994,Not routinely administered
Solomon Islands,SLB,1995,Not routinely administered
Solomon Islands,SLB,1996,Not routinely administered
Solomon Islands,SLB,1997,Not routinely administered
Solomon Islands,SLB,1998,Not routinely administered
Solomon Islands,SLB,1999,Not routinely administered
Solomon Islands,SLB,2000,Not routinely administered
Solomon Islands,SLB,2001,Not routinely administered
Solomon Islands,SLB,2002,Not routinely administered
Solomon Islands,SLB,2003,Not routinely administered
Solomon Islands,SLB,2004,Not routinely administered
Solomon Islands,SLB,2005,Not routinely administered
Solomon Islands,SLB,2006,Not routinely administered
Solomon Islands,SLB,2007,Not routinely administered
Solomon Islands,SLB,2008,Not routinely administered
Solomon Islands,SLB,2009,Not routinely administered
Solomon Islands,SLB,2010,Not routinely administered
Solomon Islands,SLB,2011,Not routinely administered
Solomon Islands,SLB,2012,Not routinely administered
Solomon Islands,SLB,2013,Not routinely administered
Solomon Islands,SLB,2014,Not routinely administered
Solomon Islands,SLB,2015,Entire country
Solomon Islands,SLB,2016,Entire country
Solomon Islands,SLB,2017,Entire country
Solomon Islands,SLB,2018,Entire country
Solomon Islands,SLB,2019,Entire country
Solomon Islands,SLB,2020,Entire country
Solomon Islands,SLB,2021,Entire country
Solomon Islands,SLB,2022,Entire country
Solomon Islands,SLB,2023,Entire country
Solomon Islands,SLB,2024,Entire country
Somalia,SOM,1955,Not routinely administered
Somalia,SOM,1956,Not routinely administered
Somalia,SOM,1957,Not routinely administered
Somalia,SOM,1958,Not routinely administered
Somalia,SOM,1959,Not routinely administered
Somalia,SOM,1960,Not routinely administered
Somalia,SOM,1961,Not routinely administered
Somalia,SOM,1962,Not routinely administered
Somalia,SOM,1963,Not routinely administered
Somalia,SOM,1964,Not routinely administered
Somalia,SOM,1965,Not routinely administered
Somalia,SOM,1966,Not routinely administered
Somalia,SOM,1967,Not routinely administered
Somalia,SOM,1968,Not routinely administered
Somalia,SOM,1969,Not routinely administered
Somalia,SOM,1970,Not routinely administered
Somalia,SOM,1971,Not routinely administered
Somalia,SOM,1972,Not routinely administered
Somalia,SOM,1973,Not routinely administered
Somalia,SOM,1974,Not routinely administered
Somalia,SOM,1975,Not routinely administered
Somalia,SOM,1976,Not routinely administered
Somalia,SOM,1977,Not routinely administered
Somalia,SOM,1978,Not routinely administered
Somalia,SOM,1979,Not routinely administered
Somalia,SOM,1980,Not routinely administered
Somalia,SOM,1981,Not routinely administered
Somalia,SOM,1982,Not routinely administered
Somalia,SOM,1983,Not routinely administered
Somalia,SOM,1984,Not routinely administered
Somalia,SOM,1985,Not routinely administered
Somalia,SOM,1986,Not routinely administered
Somalia,SOM,1987,Not routinely administered
Somalia,SOM,1988,Not routinely administered
Somalia,SOM,1989,Not routinely administered
Somalia,SOM,1990,Not routinely administered
Somalia,SOM,1991,Not routinely administered
Somalia,SOM,1992,Not routinely administered
Somalia,SOM,1993,Not routinely administered
Somalia,SOM,1994,Not routinely administered
Somalia,SOM,1995,Not routinely administered
Somalia,SOM,1996,Not routinely administered
Somalia,SOM,1997,Not routinely administered
Somalia,SOM,1998,Not routinely administered
Somalia,SOM,1999,Not routinely administered
Somalia,SOM,2000,Not routinely administered
Somalia,SOM,2001,Not routinely administered
Somalia,SOM,2002,Not routinely administered
Somalia,SOM,2003,Not routinely administered
Somalia,SOM,2004,Not routinely administered
Somalia,SOM,2005,Not routinely administered
Somalia,SOM,2006,Not routinely administered
Somalia,SOM,2007,Not routinely administered
Somalia,SOM,2008,Not routinely administered
Somalia,SOM,2009,Not routinely administered
Somalia,SOM,2010,Not routinely administered
Somalia,SOM,2011,Not routinely administered
Somalia,SOM,2012,Not routinely administered
Somalia,SOM,2013,Not routinely administered
Somalia,SOM,2014,Not routinely administered
Somalia,SOM,2015,Entire country
Somalia,SOM,2016,Entire country
Somalia,SOM,2017,Entire country
Somalia,SOM,2018,Entire country
Somalia,SOM,2019,Entire country
Somalia,SOM,2020,Entire country
Somalia,SOM,2021,Entire country
Somalia,SOM,2022,Entire country
Somalia,SOM,2023,Entire country
Somalia,SOM,2024,Entire country
South Africa,ZAF,1955,Not routinely administered
South Africa,ZAF,1956,Not routinely administered
South Africa,ZAF,1957,Not routinely administered
South Africa,ZAF,1958,Not routinely administered
South Africa,ZAF,1959,Not routinely administered
South Africa,ZAF,1960,Not routinely administered
South Africa,ZAF,1961,Not routinely administered
South Africa,ZAF,1962,Not routinely administered
South Africa,ZAF,1963,Not routinely administered
South Africa,ZAF,1964,Not routinely administered
South Africa,ZAF,1965,Not routinely administered
South Africa,ZAF,1966,Not routinely administered
South Africa,ZAF,1967,Not routinely administered
South Africa,ZAF,1968,Not routinely administered
South Africa,ZAF,1969,Not routinely administered
South Africa,ZAF,1970,Not routinely administered
South Africa,ZAF,1971,Not routinely administered
South Africa,ZAF,1972,Not routinely administered
South Africa,ZAF,1973,Not routinely administered
South Africa,ZAF,1974,Not routinely administered
South Africa,ZAF,1975,Not routinely administered
South Africa,ZAF,1976,Not routinely administered
South Africa,ZAF,1977,Not routinely administered
South Africa,ZAF,1978,Not routinely administered
South Africa,ZAF,1979,Not routinely administered
South Africa,ZAF,1980,Not routinely administered
South Africa,ZAF,1981,Not routinely administered
South Africa,ZAF,1982,Not routinely administered
South Africa,ZAF,1983,Not routinely administered
South Africa,ZAF,1984,Not routinely administered
South Africa,ZAF,1985,Not routinely administered
South Africa,ZAF,1986,Not routinely administered
South Africa,ZAF,1987,Not routinely administered
South Africa,ZAF,1988,Not routinely administered
South Africa,ZAF,1989,Not routinely administered
South Africa,ZAF,1990,Not routinely administered
South Africa,ZAF,1991,Not routinely administered
South Africa,ZAF,1992,Not routinely administered
South Africa,ZAF,1993,Not routinely administered
South Africa,ZAF,1994,Not routinely administered
South Africa,ZAF,1995,Not routinely administered
South Africa,ZAF,1996,Not routinely administered
South Africa,ZAF,1997,Not routinely administered
South Africa,ZAF,1998,Not routinely administered
South Africa,ZAF,1999,Not routinely administered
South Africa,ZAF,2000,Not routinely administered
South Africa,ZAF,2001,Not routinely administered
South Africa,ZAF,2002,Not routinely administered
South Africa,ZAF,2003,Not routinely administered
South Africa,ZAF,2004,Not routinely administered
South Africa,ZAF,2005,Not routinely administered
South Africa,ZAF,2006,Not routinely administered
South Africa,ZAF,2007,Not routinely administered
South Africa,ZAF,2008,Not routinely administered
South Africa,ZAF,2009,Entire country
South Africa,ZAF,2010,Entire country
South Africa,ZAF,2011,Entire country
South Africa,ZAF,2012,Entire country
South Africa,ZAF,2013,Entire country
South Africa,ZAF,2014,Entire country
South Africa,ZAF,2015,Entire country
South Africa,ZAF,2016,Entire country
South Africa,ZAF,2017,Entire country
South Africa,ZAF,2018,Entire country
South Africa,ZAF,2019,Entire country
South Africa,ZAF,2020,Entire country
South Africa,ZAF,2021,Entire country
South Africa,ZAF,2022,Entire country
South Africa,ZAF,2023,Entire country
South Africa,ZAF,2024,Entire country
South Korea,KOR,1955,Not routinely administered
South Korea,KOR,1956,Not routinely administered
South Korea,KOR,1957,Not routinely administered
South Korea,KOR,1958,Not routinely administered
South Korea,KOR,1959,Not routinely administered
South Korea,KOR,1960,Not routinely administered
South Korea,KOR,1961,Not routinely administered
South Korea,KOR,1962,Not routinely administered
South Korea,KOR,1963,Not routinely administered
South Korea,KOR,1964,Not routinely administered
South Korea,KOR,1965,Not routinely administered
South Korea,KOR,1966,Not routinely administered
South Korea,KOR,1967,Not routinely administered
South Korea,KOR,1968,Not routinely administered
South Korea,KOR,1969,Not routinely administered
South Korea,KOR,1970,Not routinely administered
South Korea,KOR,1971,Not routinely administered
South Korea,KOR,1972,Not routinely administered
South Korea,KOR,1973,Not routinely administered
South Korea,KOR,1974,Not routinely administered
South Korea,KOR,1975,Not routinely administered
South Korea,KOR,1976,Not routinely administered
South Korea,KOR,1977,Not routinely administered
South Korea,KOR,1978,Not routinely administered
South Korea,KOR,1979,Not routinely administered
South Korea,KOR,1980,Not routinely administered
South Korea,KOR,1981,Not routinely administered
South Korea,KOR,1982,Not routinely administered
South Korea,KOR,1983,Not routinely administered
South Korea,KOR,1984,Not routinely administered
South Korea,KOR,1985,Not routinely administered
South Korea,KOR,1986,Not routinely administered
South Korea,KOR,1987,Not routinely administered
South Korea,KOR,1988,Not routinely administered
South Korea,KOR,1989,Not routinely administered
South Korea,KOR,1990,Not routinely administered
South Korea,KOR,1991,Not routinely administered
South Korea,KOR,1992,Not routinely administered
South Korea,KOR,1993,Not routinely administered
South Korea,KOR,1994,Not routinely administered
South Korea,KOR,1995,Not routinely administered
South Korea,KOR,1996,Not routinely administered
South Korea,KOR,1997,Not routinely administered
South Korea,KOR,1998,Not routinely administered
South Korea,KOR,1999,Not routinely administered
South Korea,KOR,2000,Not routinely administered
South Korea,KOR,2001,Not routinely administered
South Korea,KOR,2002,Not routinely administered
South Korea,KOR,2003,Not routinely administered
South Korea,KOR,2004,Entire country
South Korea,KOR,2005,Entire country
South Korea,KOR,2006,Entire country
South Korea,KOR,2007,Entire country
South Korea,KOR,2008,Entire country
South Korea,KOR,2009,Entire country
South Korea,KOR,2010,Entire country
South Korea,KOR,2011,Entire country
South Korea,KOR,2012,Entire country
South Korea,KOR,2013,Entire country
South Korea,KOR,2014,Entire country
South Korea,KOR,2015,Entire country
South Korea,KOR,2016,Entire country
South Korea,KOR,2017,Entire country
South Korea,KOR,2018,Entire country
South Korea,KOR,2019,Entire country
South Korea,KOR,2020,Entire country
South Korea,KOR,2021,Entire country
South Korea,KOR,2022,Entire country
South Korea,KOR,2023,Entire country
South Korea,KOR,2024,Entire country
South Sudan,SSD,2011,Not routinely administered
South Sudan,SSD,2012,Not routinely administered
South Sudan,SSD,2013,Not routinely administered
South Sudan,SSD,2014,Not routinely administered
South Sudan,SSD,2015,Entire country
South Sudan,SSD,2016,Entire country
South Sudan,SSD,2017,Entire country
South Sudan,SSD,2018,Entire country
South Sudan,SSD,2019,Entire country
South Sudan,SSD,2020,Entire country
South Sudan,SSD,2021,Entire country
South Sudan,SSD,2022,Entire country
South Sudan,SSD,2023,Entire country
South Sudan,SSD,2024,Entire country
Spain,ESP,1955,Not routinely administered
Spain,ESP,1956,Not routinely administered
Spain,ESP,1957,Not routinely administered
Spain,ESP,1958,Not routinely administered
Spain,ESP,1959,Not routinely administered
Spain,ESP,1960,Not routinely administered
Spain,ESP,1961,Not routinely administered
Spain,ESP,1962,Not routinely administered
Spain,ESP,1963,Entire country
Spain,ESP,1964,Entire country
Spain,ESP,1965,Entire country
Spain,ESP,1966,Entire country
Spain,ESP,1967,Entire country
Spain,ESP,1968,Entire country
Spain,ESP,1969,Entire country
Spain,ESP,1970,Entire country
Spain,ESP,1971,Entire country
Spain,ESP,1972,Entire country
Spain,ESP,1973,Entire country
Spain,ESP,1974,Entire country
Spain,ESP,1975,Entire country
Spain,ESP,1976,Entire country
Spain,ESP,1977,Entire country
Spain,ESP,1978,Entire country
Spain,ESP,1979,Entire country
Spain,ESP,1980,Entire country
Spain,ESP,1981,Entire country
Spain,ESP,1982,Entire country
Spain,ESP,1983,Entire country
Spain,ESP,1984,Entire country
Spain,ESP,1985,Entire country
Spain,ESP,1986,Entire country
Spain,ESP,1987,Entire country
Spain,ESP,1988,Entire country
Spain,ESP,1989,Entire country
Spain,ESP,1990,Entire country
Spain,ESP,1991,Entire country
Spain,ESP,1992,Entire country
Spain,ESP,1993,Entire country
Spain,ESP,1994,Entire country
Spain,ESP,1995,Entire country
Spain,ESP,1996,Entire country
Spain,ESP,1997,Entire country
Spain,ESP,1998,Entire country
Spain,ESP,1999,Entire country
Spain,ESP,2000,Entire country
Spain,ESP,2001,Entire country
Spain,ESP,2002,Entire country
Spain,ESP,2003,Entire country
Spain,ESP,2004,Entire country
Spain,ESP,2005,Entire country
Spain,ESP,2006,Entire country
Spain,ESP,2007,Entire country
Spain,ESP,2008,Entire country
Spain,ESP,2009,Entire country
Spain,ESP,2010,Entire country
Spain,ESP,2011,Entire country
Spain,ESP,2012,Entire country
Spain,ESP,2013,Entire country
Spain,ESP,2014,Entire country
Spain,ESP,2015,Entire country
Spain,ESP,2016,Entire country
Spain,ESP,2017,Entire country
Spain,ESP,2018,Entire country
Spain,ESP,2019,Entire country
Spain,ESP,2020,Entire country
Spain,ESP,2021,Entire country
Spain,ESP,2022,Entire country
Spain,ESP,2023,Entire country
Spain,ESP,2024,Entire country
Sri Lanka,LKA,1955,Not routinely administered
Sri Lanka,LKA,1956,Not routinely administered
Sri Lanka,LKA,1957,Not routinely administered
Sri Lanka,LKA,1958,Not routinely administered
Sri Lanka,LKA,1959,Not routinely administered
Sri Lanka,LKA,1960,Not routinely administered
Sri Lanka,LKA,1961,Not routinely administered
Sri Lanka,LKA,1962,Not routinely administered
Sri Lanka,LKA,1963,Not routinely administered
Sri Lanka,LKA,1964,Not routinely administered
Sri Lanka,LKA,1965,Not routinely administered
Sri Lanka,LKA,1966,Not routinely administered
Sri Lanka,LKA,1967,Not routinely administered
Sri Lanka,LKA,1968,Not routinely administered
Sri Lanka,LKA,1969,Not routinely administered
Sri Lanka,LKA,1970,Not routinely administered
Sri Lanka,LKA,1971,Not routinely administered
Sri Lanka,LKA,1972,Not routinely administered
Sri Lanka,LKA,1973,Not routinely administered
Sri Lanka,LKA,1974,Not routinely administered
Sri Lanka,LKA,1975,Not routinely administered
Sri Lanka,LKA,1976,Not routinely administered
Sri Lanka,LKA,1977,Not routinely administered
Sri Lanka,LKA,1978,Not routinely administered
Sri Lanka,LKA,1979,Not routinely administered
Sri Lanka,LKA,1980,Not routinely administered
Sri Lanka,LKA,1981,Not routinely administered
Sri Lanka,LKA,1982,Not routinely administered
Sri Lanka,LKA,1983,Not routinely administered
Sri Lanka,LKA,1984,Not routinely administered
Sri Lanka,LKA,1985,Not routinely administered
Sri Lanka,LKA,1986,Not routinely administered
Sri Lanka,LKA,1987,Not routinely administered
Sri Lanka,LKA,1988,Not routinely administered
Sri Lanka,LKA,1989,Not routinely administered
Sri Lanka,LKA,1990,Not routinely administered
