code,team,team_gender,country,country_full,country_code,discipline,disciplines_code,events,athletes,coaches,athletes_codes,num_athletes,coaches_codes,num_coaches
GARWTEAM----BRA01,Brazil,W,Brazil,Brazil,BRA,Artistic Gymnastics,GAR,Women's Team,"['ANDRADE Rebeca', 'BARBOSA Jade', 'OLIVEIRA Lorrane', 'SARAIVA Flavia', 'SOARES Julia']",,"['1953634', '1953624', '1953630', '1953620', '1953626']",5.0,,
GARWTEAM----CAN01,Canada,W,Canada,Canada,CAN,Artistic Gymnastics,GAR,Women's Team,"['BLACK Elsabeth', 'LEE Cassandra', 'OLSEN Shallon', 'STEWART Ava', 'TRAN Aurelie']",,"['1973077', '1973101', '1973106', '1973123', '1973127']",5.0,,
GARWTEAM----CHN01,People's Republic of China,W,China,People's Republic of China,CHN,Artistic Gymnastics,GAR,Women's Team,"['LUO Huan', 'OU Yushan', 'QIU Qiyuan', 'ZHANG Yihan', 'ZHOU Yaqin']",,"['1918870', '1918871', '1918872', '1918878', '1918881']",5.0,,
GARWTEAM----FRA01,France,W,France,France,FRA,Artistic Gymnastics,GAR,Women's Team,"['BOYER Marine', 'de JESUS dos SANTOS Melanie', 'DEVILLARD Coline', 'OSYSSEK-REIMER Morgane', 'van EIJKEN Ming']",,"['1903489', '1903490', '1903491', '1903501', '1970870']",5.0,,
GARWTEAM----GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Artistic Gymnastics,GAR,Women's Team,"['DOWNIE Rebecca', 'EVANS Ruby', 'FENTON Georgia-Mae', 'KINSELLA Alice', 'MARTIN Abigail']",,"['1904730', '1904731', '1904732', '1956517', '1904742']",5.0,,
GARWTEAM----ITA01,Italy,W,Italy,Italy,ITA,Artistic Gymnastics,GAR,Women's Team,"['ANDREOLI Angela', ""D'AMATO Alice"", 'ESPOSITO Manila', 'IORIO Elisa', 'VILLA Giorgia']",,"['1560761', '1551061', '1560762', '1560760', '1560759']",5.0,,
GARWTEAM----JPN01,Japan,W,Japan,Japan,JPN,Artistic Gymnastics,GAR,Women's Team,"['KISHI Rina', 'NAKAMURA Haruka', 'OKAMURA Mana', 'USHIOKU Kohane']",,"['1919408', '1919365', '1919473', '1919416']",4.0,,
GARWTEAM----KOR01,Republic of Korea,W,Korea,Republic of Korea,KOR,Artistic Gymnastics,GAR,Women's Team,"['EOM Dohyun', 'LEE Yunseo', 'LEE Dayeong', 'SHIN Solyi', 'YEO Seojeong']",,"['1940549', '1940556', '1940554', '1940562', '1940564']",5.0,,
GARWTEAM----NED01,Netherlands,W,Netherlands,Netherlands,NED,Artistic Gymnastics,GAR,Women's Team,"['VOLLEMAN Tisha', 'VEERMAN Sanna', 'VISSER Naomi', 'WEVERS Lieke', 'WEVERS Sanne']",,"['1970194', '1970191', '1970190', '1970196', '1970200']",5.0,,
GARWTEAM----ROU01,Romania,W,Romania,Romania,ROU,Artistic Gymnastics,GAR,Women's Team,"['BARBOSU Ana', 'COSMAN Lilia', 'GHIGOARTA Amalia', 'MANECA-VOINEA Sabrina', 'PREDA Andreea']",,"['1550170', '1550174', '1550176', '1550186', '1550192']",5.0,,
GARWTEAM----USA01,United States of America,W,United States,United States of America,USA,Artistic Gymnastics,GAR,Women's Team,"['BILES Simone', 'CAREY Jade', 'CHILES Jordan', 'LEE Sunisa', 'RIVERA Hezly']",,"['1959861', '1959819', '1959825', '1959866', '1959814']",5.0,,
GRYW5AA-----AUS01,Australia,W,Australia,Australia,AUS,Rhythmic Gymnastics,GRY,Group All-Around,"['BROEDELET Saskia', 'IAKOVLEVA Lidiia', 'LEARMONT Phoebe', 'WEINTRAUB Jessica', 'FRROKU Emmanouela']",,"['1941739', '1941735', '1941738', '1941733', '1941731']",5.0,,
GRYW5AA-----AZE01,Azerbaijan,W,Azerbaijan,Azerbaijan,AZE,Rhythmic Gymnastics,GRY,Group All-Around,"['AGHALARZADE Gullu', 'ALIMURADOVA Laman', 'HUMMATOVA Zeynab', 'LUZAN Yelyzaveta', 'SOROKINA Darya']",,"['1972357', '1972356', '1972360', '1972355', '1972358']",5.0,,
GRYW5AA-----BRA01,Brazil,W,Brazil,Brazil,BRA,Rhythmic Gymnastics,GRY,Group All-Around,"['ARAKAKI Maria Eduarda', 'MEDRADO Deborah', 'PEREIRA Sofia', 'PIRCIO Nicole', 'BORGES Victoria']",,"['1953678', '1953670', '1953683', '1953682', '1953684']",5.0,,
GRYW5AA-----BUL01,Bulgaria,W,Bulgaria,Bulgaria,BUL,Rhythmic Gymnastics,GRY,Group All-Around,"['IVANOVA Sofia', 'MINEVSKA Magdalina', 'PETROVA Kamelia', 'STOYANOV Rachel', 'VASILEVA Margarita']",,"['1548976', '1549016', '1548985', '1548999', '1549023']",5.0,,
GRYW5AA-----CHN01,People's Republic of China,W,China,People's Republic of China,CHN,Rhythmic Gymnastics,GRY,Group All-Around,"['GUO Qiqi', 'HAO Ting', 'HUANG Zhangjiayang', 'DING Xinyi', 'WANG Lanjing']",,"['1927516', '1927517', '1927518', '1927515', '1927519']",5.0,,
GRYW5AA-----EGY01,Egypt,W,Egypt,Egypt,EGY,Rhythmic Gymnastics,GRY,Group All-Around,"['SOBEIH Amina', 'BEHAIRY Lamar', 'RAMADAN Abeer', 'HUSSEIN Farida', 'ELDEEB Johara']",,"['1978514', '1562782', '1978541', '1562222', '1562596']",5.0,,
GRYW5AA-----ESP01,Spain,W,Spain,Spain,ESP,Rhythmic Gymnastics,GRY,Group All-Around,"['ARNAU CAMARENA Ana', 'BERGUA NAVALES Ines', 'MARTINEZ Mireia', 'PEREZ FOS Patricia', 'SOLAUN Salma']",,"['1935793', '1935796', '1935805', '1935808', '1935810']",5.0,,
GRYW5AA-----FRA01,France,W,France,France,FRA,Rhythmic Gymnastics,GRY,Group All-Around,"['DOT Ainhoa', 'INAHO Manelle', 'JOSEPH-NOEL Celia', 'LAVIT Justine', 'VILARINO Lozea']",,"['1903476', '1903507', '1903508', '1903511', '1903517']",5.0,,
GRYW5AA-----GER01,Germany,W,Germany,Germany,GER,Rhythmic Gymnastics,GRY,Group All-Around,"['KOSAN Anja', 'KROMM Daniella', 'OGANESYAN Alina', 'VESTER Hannah', 'WICKERT Emilia']",,"['1896204', '1896206', '1896225', '1896208', '1896221']",5.0,,
GRYW5AA-----ISR01,Israel,W,Israel,Israel,ISR,Rhythmic Gymnastics,GRY,Group All-Around,"['BAKANOV Shani', 'SVERTSOV Diana', 'PARITZKI Romi', 'SHAHAM Ofir', 'FRIEDMANN Adar']",,"['1908226', '1908230', '1908233', '1908235', '1908240']",5.0,,
GRYW5AA-----ITA01,Italy,W,Italy,Italy,ITA,Rhythmic Gymnastics,GRY,Group All-Around,"['CENTOFANTI Martina', 'DURANTI Agnese', 'MAURELLI Alessia', 'MOGUREAN Daniela', 'PARIS Laura']",,"['1923700', '1923701', '1923699', '1923703', '1923704']",5.0,,
GRYW5AA-----MEX01,Mexico,W,Mexico,Mexico,MEX,Rhythmic Gymnastics,GRY,Group All-Around,"['FLORES Sofia', 'SALAZAR Kimberly', 'TEJEDA Adirem', 'ALCOCER Dalia', 'GUTIERREZ Julia']",,"['1535358', '1535359', '1535360', '1535361', '1535362']",5.0,,
GRYW5AA-----UKR01,Ukraine,W,Ukraine,Ukraine,UKR,Rhythmic Gymnastics,GRY,Group All-Around,"['VYSOCHANSKA Mariia', 'MELNYK Alina', 'BAIEVA Diana', 'SHYRYKINA Kira', 'PEREMETA Valeriia']",,"['1897578', '1897581', '1897580', '1897585', '1897582']",5.0,,
GRYW5AA-----UZB01,Uzbekistan,W,Uzbekistan,Uzbekistan,UZB,Rhythmic Gymnastics,GRY,Group All-Around,"['ATALYANTS Evelina', 'IBRAGIMOVA Shakhzoda', 'ISKHOKZODA Mumtozabonu', 'MAMEDOVA Amaliya', 'SADYKOVA Irodakhon']",,"['1880553', '1880551', '1880558', '1880548', '1880549']",5.0,,
HBLMTEAM7---ARG01,Argentina,M,Argentina,Argentina,ARG,Handball,HBL,Men,"['FERNANDEZ Federico', 'PIZARRO Federico', 'BONO Nicolas', 'SIMONET Diego', 'PIZARRO Ignacio', 'SIMONET Pablo', 'MOSCARIELLO Lucas', 'MOYANO Andres', 'MARTINEZ CAMI Pedro', 'MOURINO Gaston', 'PARKER James', 'MACIEL Leonel', 'BONANNO Nicolas', 'BAR Juan']","['MILANO Guillermo', 'CAZON Guillermo', 'MARINO Carlos', 'CAROU Gonzalo', 'SEBASTIA Juan']","['1540120', '1540181', '1540516', '1540499', '1540497', '1540498', '1540177', '1540178', '1540175', '1540179', '1540180', '1540144', '1540112', '1540108']",14.0,"['1540522', '1540524', '1540527', '1540530', '1540532']",5.0
HBLMTEAM7---CRO01,Croatia,M,Croatia,Croatia,CRO,Handball,HBL,Men,"['KUZMANOVIC Dominik', 'MIHIC Lovro', 'DUVNJAK Domagoj', 'SOSTARIC Mario', 'KLARICA Luka Lovre', 'SRNA Zvonimir', 'MANDIC Matej', 'SARAC Josip', 'CINDRIC Luka', 'GRAHOVAC Nikola', 'LUCIN Tin', 'MARTINOVIC Ivan', 'SIPIC Marin', 'NACINOVIC Veron']","['KERCEL Zeljko', 'MARAS Ivica', 'MATOSEVIC Valter', 'REZIC Josip', 'SIGURDSSON Dagur', 'SPOLJARIC Denis']","['1903327', '1903339', '1903019', '1903358', '1903322', '1903359', '1903333', '1903352', '1903017', '1903024', '1903328', '1903337', '1903354', '1903343']",14.0,"['1903368', '1903369', '1903371', '1903376', '1903379', '1903381']",6.0
HBLMTEAM7---DEN01,Denmark,M,Denmark,Denmark,DEN,Handball,HBL,Men,"['JACOBSEN Niklas Landin', 'KIRKELOEKKE Niclas', 'JACOBSEN Magnus Landin', 'JAKOBSEN Emil', 'LAUGE Rasmus', 'NIELSEN Emil', 'SAUGSTRUP Magnus', 'LINDBERG Hans', 'GIDSEL Mathias', 'MOELLGAARD Henrik', 'HANSEN Mikkel', 'HALD Simon', 'ARNOLDSEN Thomas', 'PYTLICK Simon']","['BRUUN Michael', 'GREVE Anja', 'KRONBORG Henrik', 'JACOBSEN Nikolaj', 'AASKOV Louise', 'LARSEN Carsten Gronmann']","['1895223', '1895248', '1895241', '1895238', '1895239', '1895202', '1895227', '1895228', '1895237', '1895172', '1895235', '1895234', '1895236', '1895180']",14.0,"['1895269', '1895272', '1895275', '1895276', '1895277', '9230005']",6.0
HBLMTEAM7---EGY01,Egypt,M,Egypt,Egypt,EGY,Handball,HBL,Men,"['OMAR Yahia', 'ABDOU Abdelrahman', 'HESHAM Ahmed', 'TAREK Mohamed', 'ELMASRY Ibrahim', 'ELWAKIL Omar', 'ELDERAA Yehia', 'ELDERAA Seif', 'ABDELHAK Mohab', 'ADEL Ahmed', 'HENDAWY Karim', 'ZEIN Ali', 'SANAD Mohammad', 'ALY Mohamed']","['ELFAKHARANY Hany', 'SIERRA MENDEZ Jose Manuel', 'PASTOR GOMEZ Juan Carlos', 'SHAWKI Mohamed', 'ABUZEID Noureldin', 'RIVILLA GARCIA Jesus']","['1928146', '1927920', '1928083', '1932221', '1931818', '1928041', '1928155', '1928063', '1931916', '1928036', '1931829', '1927917', '1932182', '1932109']",14.0,"['1931488', '1931494', '1931502', '1931888', '1931905', '4119106']",6.0
HBLMTEAM7---ESP01,Spain,M,Spain,Spain,ESP,Handball,HBL,Men,"['PEREZ de VARGAS Gonzalo', 'MAQUEDA Jorge', 'DUJSHEBAEV Alex', 'CORRALES Rodrigo', 'GARCIANDIA Imanol', 'SERDIO Abel', 'CASADO Agustin', 'GOMEZ Aleix', 'TARRAFETA Ian', 'SANCHEZ-MIGALLON Miguel', 'DUJSHEBAEV Daniel', 'ODRIOZOLA Kauldi', 'FERNANDEZ Daniel', 'RODRIGUEZ Javier']","['MONTES AGUERA Cesar Jesus', 'RIBERA ROMANS Jordi', 'TORRESCUSA Ignacio', 'CAAMANO Juan', 'MUNOZ BENITO Juan Jose', 'LLORENTE RUIZ Francisco']","['1948272', '1948260', '1948239', '1948238', '1948251', '1948281', '1948233', '1948252', '1948288', '1948280', '1948240', '1948268', '1948244', '1948278']",14.0,"['1948320', '1948322', '1948326', '1948328', '1948332', '1948333']",6.0
HBLMTEAM7---FRA01,France,M,France,France,FRA,Handball,HBL,Men,"['LENNE Yanis', 'REMILI Nedim', 'PRANDI Elohim', 'RICHARDSON Melvyn', 'MEM Dika', 'GERARD Vincent', 'KARABATIC Nikola', 'KARABATIC Luka', 'FABREGAS Ludovic', 'DESCAT Hugo', 'PORTE Valentin', 'NAHI Dylan', 'KONAN Karl', 'DESBONNET Remi']","['GILLE Guillaume', 'MATHE Erick', 'BIDET Emmanuel', 'MABIRE Jean Christophe', 'GAUTIER Sebastien', 'PATALAGOITY Florian']","['1893184', '1893194', '1893193', '1893195', '1893187', '1893177', '1893180', '1893179', '1893176', '1893175', '1893192', '1893190', '1893181', '1893174']",14.0,"['1893216', '1893217', '1893221', '1893222', '1893223', '1893224']",6.0
HBLMTEAM7---GER01,Germany,M,Germany,Germany,GER,Handball,HBL,Men,"['SPAETH David', 'GOLLA Johannes', 'WITZKE Luca', 'HEYMANN Sebastian', 'KNORR Juri', 'KOESTER Julian', 'USCINS Renars', 'HAEFNER Kai', 'HORNKE Tim', 'WOLFF Andreas', 'MERTENS Lukas', 'STEINERT Christoph', 'GRGIC Marko', 'KOHLBACHER Jannik']","['WUDTKE Erik', 'FINKE Dennis', 'ANDERSSON Mattias', 'GRAESCHUS Peter', 'GISLASON Alfred', 'LUEBKE Philip']","['1899256', '1899239', '1899226', '1899206', '1899214', '1899227', '1899231', '1899185', '1899247', '1899193', '1899252', '1899246', '3546884', '1899187']",14.0,"['1899285', '1899288', '1899289', '1899291', '1899294', '1899299']",6.0
HBLMTEAM7---HUN01,Hungary,M,Hungary,Hungary,HUN,Handball,HBL,Men,"['SIPOS Adrian', 'BOKA Bendeguz', 'LIGETVARI Patrik', 'FAZEKAS Gergo', 'BANHIDI Bence', 'SZITA Zoltan', 'PALASICS Kristof', 'ANCSIN Gabor', 'BODO Richard', 'ILIC Zoran', 'ROSTA Miklos', 'BARTUCZ Laszlo', 'LEKAI Mate', 'IMRE Bence']","['POROBIC Haris', 'SZIKRA MEZEY Csaba Peter', 'RODRIGUEZ VAQUERO Jose Maria', 'ERDELYI Gabor Janos', 'VELASCO ENCINAS Miguel Angel']","['1932223', '1932430', '1932194', '1929219', '1929214', '1932449', '1929226', '1932470', '1932161', '1932186', '1932236', '1932219', '1929207', '1932168']",14.0,"['1932163', '1932174', '1932176', '1932190', '1932535']",5.0
HBLMTEAM7---JPN01,Japan,M,Japan,Japan,JPN,Handball,HBL,Men,"['NAKAMURA Takumi', 'YASUHIRA Kosuke', 'SAKURAI Tomoya', 'SUGIOKA Naoki', 'YOSHIDA Shuichi', 'BAIG Adam Yuki', 'TOKUDA Shinnosuke', 'WATANABE Jin', 'OKAMOTO Daisuke', 'MOTOKI Hiroki', 'TAMAKAWA Hiroyasu', 'YOSHINO Tatsuki', 'FUJISAKA Naoki', 'TAKANO Sota']","['SHIMA Toshiya', 'TAKAHASHI Toyoki', 'PARECKI Antoni Jerzy', 'ONISHI Shinzo', 'LOPEZ ROMERO Victor Hugo', 'ORTEGA PEREZ Antonio Carlos']","['1896587', '1896578', '1896585', '1896590', '1896591', '1896593', '1896597', '1896601', '1896580', '1896603', '1896588', '1896600', '1896577', '1896592']",14.0,"['1896559', '1896561', '1896562', '1896570', '1963627', '1963628']",6.0
HBLMTEAM7---NOR01,Norway,M,Norway,Norway,NOR,Handball,HBL,Men,"['AGA Vetle Eck', 'SAGOSEN Sander', 'BARTHOLD Sebastian Hein', 'OEVERBY Petter', 'SAEVERAAS Kristian Skinstad', 'BJOERNSEN Kristian', 'GULLERUD Magnus', 'GROENDAHL Tobias Schjoelberg', 'OSULLIVAN Christian', 'REINKIND Harald', 'BERGERUD Torbjoern Sittrup', 'SETTERBLOM Gabriel Ask', 'LYSE Simen Ulstad', 'BLONZ Alexandre Christoffersen']","['BRULAND Ragnhild Oulie', 'WILLE Jonas', 'EGE Steinar', 'BOQUIST Martin', 'MARKUSSEN Harald', 'TORGALSEN Thomas']","['1878464', '1878461', '1878437', '1878443', '1878454', '1878430', '1878456', '1878453', '1922139', '1878450', '1878442', '1878481', '1878439', '1878465']",14.0,"['1894612', '1894657', '1894659', '1894661', '1894715', '1935157']",6.0
HBLMTEAM7---SLO01,Slovenia,M,Slovenia,Slovenia,SLO,Handball,HBL,Men,"['BLAGOTINSEK Blaz', 'JANC Blaz', 'DOLENEC Jure', 'CEHTE Nejc', 'JOVICIC Stas', 'KODRIN Tilen', 'GABER Matej', 'ZARABEC Miha', 'FERLIN Klemen', 'BOMBAC Dean', 'MACKOVSEK Borut', 'NOVAK Domen', 'VLAH Aleks', 'LESJAK Urban']","['DOLNICAR Anze', 'ZVIZEJ Luka', 'KOSAK Rok', 'SLOBODNIK Rudi', 'ZORMAN Uros', 'PROST KOSIR Primoz']","['1980851', '1980852', '1981143', '1981466', '1981513', '1981530', '1981196', '1981214', '1981157', '1980864', '1980857', '1980873', '1980815', '1981553']",14.0,"['1980954', '1981325', '1981664', '1981666', '1981689', '4646497']",6.0
HBLMTEAM7---SWE01,Sweden,M,Sweden,Sweden,SWE,Handball,HBL,Men,"['CARLSBOGAARD Jonathan', 'DARJ Max', 'PETTERSSON Daniel', 'PALICKA Andreas', 'KARLSSON Sebastian', 'WANNE Hampus', 'THULIN Tobias', 'CLAAR Felix', 'PELLAS Lucas', 'LAGERGREN Albin', 'GOTTFRIDSSON Jim', 'BERGENDAHL Oscar', 'SANDELL Lukas', 'WALLINIUS Karl']","['SIGSJOE Patrik', 'REIMER Tor', 'SIGURDSSON Arnar', 'SOLBERG Glenn', 'SVENSSON Tomas', 'APELGREN Michael']","['1562358', '1562388', '1562387', '1562366', '1562356', '1562355', '1562360', '1562359', '1562363', '1562380', '1562346', '1562364', '1562365', '1562354']",14.0,"['1562557', '1562558', '1562560', '1562563', '1562564', '1562566']",6.0
HBLWTEAM7---ANG01,Angola,W,Angola,Angola,ANG,Handball,HBL,Women,"['ALBERTO Marta', 'NENGANGA Vilma', 'MARIO Liliane', 'MACHADO Juliana', 'ROSARIO Dolores', 'PAULO Helena', 'SANTOS Natalia', 'KASSOMA Albertina', 'QUIZELETE Marilia', 'FONSECA Natalia', 'GABRIEL Chelcia', 'PASCOAL Stelvia', 'PAULO Eliane', 'CARLOS Azenaide']","['ARZA Carlos Vivier', 'CATITO Nelson', 'PABLO Jose', 'MONTEIRO Graca']","['1905747', '1906584', '1906379', '1906704', '1906365', '1908136', '1908152', '1907972', '1906110', '1907753', '1906349', '1907946', '1906099', '1907868']",14.0,"['1911256', '1912238', '1936918', '3058748']",4.0
HBLWTEAM7---BRA01,Brazil,W,Brazil,Brazil,BRA,Handball,HBL,Women,"['MORESCHI Gabriela', 'de PAULA Bruna', 'FERNANDES Mariane', 'ARAUJO FROSSARD Tamires', 'QUINTINO Jessica', 'ARAUJO Larissa', 'CARDOSO Adriana', 'GUARIEIRO Giulia', 'BITOLO Gabriela', 'AROUNIAN Marcela', 'LOPES Jhennifer', 'MATIELI Patricia', 'ROSA Kelly', 'de ARRUDA Renata']","['da ROCHA Cristiano', 'CALISTER Marina', 'ORSI Rita', 'HERDEIRO Alvaro Francisco', 'MAROJA Gabriel Augusto']","['1561249', '1561243', '1561264', '1561276', '1561253', '1561257', '1561237', '1561250', '1561248', '1561261', '1561255', '1561269', '1561256', '1561272']",14.0,"['1561282', '1561288', '1561292', '9230002', '9230003']",5.0
HBLWTEAM7---DEN01,Denmark,W,Denmark,Denmark,DEN,Handball,HBL,Women,"['TOFT Sandra', 'AABERG IVERSEN Sarah', 'ELVER Helena', 'HANSEN Anne Mette', 'HEINDAHL Kathrine', 'HAUGSTED Line', 'REINHARDT Althea', 'TRANBORG Mette', 'JOERGENSEN Kristina', 'OESTERGAARD Trine', 'VINTER BURGAARD Louise', 'HOEJLUND Mie', 'FRIIS Emma', 'IVERSEN Rikke']","['BRUUN Michael', 'JOERGENSEN Lars', 'STORGAARD Morten', 'HJULER Mikkel', 'JENSEN Jesper', 'BOETTZAR Tina Haunstrup']","['1895245', '1895210', '1895215', '1895159', '1895232', '1895250', '1895246', '1895168', '1895224', '1895214', '1895187', '1895213', '1895152', '1895226']",14.0,"['1895269', '1895270', '1895274', '1895278', '1895279', '9230004']",6.0
HBLWTEAM7---ESP01,Spain,W,Spain,Spain,ESP,Handball,HBL,Women,"['WIGGINS Nicole', 'LOPEZ Marta', 'CAMPOS Carmen', 'ARDERIUS Silvia Eugenia', 'ECHEVERRIA Maitane', 'CASTELLANOS Mercedes', 'GUTIERREZ Jennifer Maria', 'GONZALEZ Lara', 'ARCOS Paula', 'TCHAPTCHET Lysa', 'GASSAMA Kaba', 'PRIETO Maria', 'CABRAL Alexandrina', 'GONZALEZ Mireya']","['FORT MAURI Jaume', 'MARTIN CEDRES Ambrosio Jose', 'PRADES PONS Jose Ignacio', 'FLORES LOZANO Cesareo', 'NAVARRO RIBERA Maria', 'ALONSO BERNARDO Jessica']","['1948218', '1948201', '1948184', '1948177', '1948189', '1948186', '1948198', '1948196', '1948176', '1948214', '1948192', '1948208', '1948183', '1948194']",14.0,"['1948318', '1948319', '1948321', '1948331', '1948335', '9230006']",6.0
HBLWTEAM7---FRA01,France,W,France,France,FRA,Handball,HBL,Women,"['GLAUSER Laura', 'NOCANDY Meline', 'TOUBLANC Alicia', 'VALENTINI Chloe', 'LASSOURCE Coralie', 'FLIPPES Laura', 'KANOR Orlane', 'HORACEK Tamara', 'FOPPA Pauletta', 'NZE MINKO Estelle', 'GRANIER Lucie', 'BOUKTIT Sarah', 'GRANDVEAU Lena', 'SAKO Hatadou']","['KRUMBHOLZ Olivier', 'GARDILLOU Sebastien', 'CONORT Cindy', 'LEYNAUD Amandine', 'GILLET Pierre', 'DAILLY Celestin']","['1879834', '1879845', '1879853', '1879854', '1879842', '1879830', '1879839', '1893824', '1879831', '1879846', '1879836', '1946320', '1879835', '1879851']",14.0,"['1879871', '1879872', '1879873', '1879875', '1879878', '1879879']",6.0
HBLWTEAM7---GER01,Germany,W,Germany,Germany,GER,Handball,HBL,Women,"['GRIJSEELS Alina', 'SCHMELZER Meike', 'ANTL Lisa', 'SMITS Xenia', 'BOELK Emily', 'LOTT Annika', 'WACHTER Sarah', 'MAIDHOF Julia', 'DOELL Antje', 'BEHREND Jenny', 'FILTER Katharina', 'LEUCHTER Viola', 'BEHNKE Julia', 'STOCKSCHLAEDER Johanna Maria']","['BEPPLER Jochen', 'GAUGISCH Markus', 'JANKOVIC Jasmina', 'LUEBKE Philip', 'OTT Viviane', 'HOSPACH Edith']","['1899204', '1899180', '1899225', '1899173', '1899177', '1899199', '1899201', '1899200', '1899179', '1899229', '1899196', '1899241', '1899176', '1899257']",14.0,"['1899286', '1899296', '1899298', '1899299', '1899301', '1899303']",6.0
HBLWTEAM7---HUN01,Hungary,W,Hungary,Hungary,HUN,Handball,HBL,Women,"['FUEZI TOVIZI Petra Anita', 'SZOLLOSI-SCHATZL Nadine', 'ALBEK Anna', 'DEBRECZENI-KLIVINYI Kinga', 'BOEDE BIRO Blanka', 'MARTON Greta', 'PAPP Nikoletta', 'VAMOS Petra', 'KLUJBER Katrin', 'BORDAS Reka', 'KUCZORA Csenge', 'JANURIK Kinga', 'GYORI-LUKACS Viktoria', 'SIMON Petra']","['GOLOVIN Vlagyimir Alekszandrovics', 'PIGNICZKI Krisztina', 'LOHNER Balazs', 'SANDOR Daniel', 'TATAI Peter Istvan']","['1933307', '1932959', '1932947', '1933327', '1932941', '1932963', '1933287', '1933320', '1933340', '1932950', '1932956', '1933348', '1933094', '1932969']",14.0,"['1933362', '1933372', '1933382', '1933393', '1933407']",5.0
HBLWTEAM7---KOR01,Republic of Korea,W,Korea,Republic of Korea,KOR,Handball,HBL,Women,"['SONG Jiyoung', 'SHIN Eunjoo', 'RYU Eun Hee', 'JEONG Jinhui', 'PARK Saeyoung', 'HAN Miseul', 'KANG Eunhye', 'WOO Bitna', 'KANG Kyungmin', 'KANG Eunseo', 'JEON Jiyeon', 'KIM Dayoung', 'GIM Boeun', 'SHIN Jinmi']","['LARHOLM Erik Jonas', 'RADIC Vanja', 'SIGNELL Kurt Henrik', 'PARK Woo Jin', 'DURI Jeong', 'HAN Jeonghwa']","['1927663', '1927657', '1927654', '1927623', '1927652', '1927619', '1927629', '1927665', '1927632', '1927630', '1927621', '1927633', '1927616', '1927658']",14.0,"['1927873', '1927879', '1927880', '9230007', '9230008', '9230009']",6.0
HBLWTEAM7---NED01,Netherlands,W,Netherlands,Netherlands,NED,Handball,HBL,Women,"['van der HEIJDEN Laura', 'ABBINGH Lois', 'NUSSER Larissa', 'van WETERING Bo', 'van der HELM Judith', 'HAGGERTY Tamara', 'MOLENAAR Kim', 'DULFER Kelly', 'MALESTEIN Angela', 'DUIJNDAM Rinka', 'TEN HOLTE Yara', 'van der VLIET Nikita', 'HOUSHEER Dione', 'POLMAN Estavana']","['HUURMAN Suzanne', 'WILLEMSEN Linn', 'CLARIJS Ricardo', 'JOHANSSON Per', 'LARSSON Thomas Erik Daniel', 'KLARENBEEK Auke']","['1970265', '1970291', '1970260', '1970294', '1970280', '1970262', '1970277', '1970264', '1970266', '1970267', '1970295', '1970296', '1970263', '1970269']",14.0,"['1970311', '1970312', '1970317', '1970322', '9230010', '9230011']",6.0
HBLWTEAM7---NOR01,Norway,W,Norway,Norway,NOR,Handball,HBL,Women,"['KRISTIANSEN Veronica', 'AARDAHL Maren', 'SKOGRAND Stine', 'MOERK Nora', 'OFTEDAL Stine Bredal', 'SOLBERG-OESTHASSEL Silje', 'BRATTSET DALE Kari', 'BREISTOEL Kristine', 'INGSTAD Vilde', 'LUNDE Katrine', 'JACOBSEN Marit', 'HERREM Camilla', 'SOLBERG-ISAKSEN Sanna', 'RUSHFELDT DEILA Thale']","['INGELS Grethe', 'OLSSON Mats', 'HERGEIRSSON Thorir', 'LARSEN Tonje', 'KVALVAAG Per Olav Hoem', 'MARKUSSEN Nina Agnete']","['1878514', '1878518', '1878496', '1878486', '1878515', '1878492', '1878516', '1878511', '1878493', '1878509', '1878501', '1878487', '1878500', '1878490']",14.0,"['1894614', '1894662', '1894663', '1894666', '1894711', '1894714']",6.0
HBLWTEAM7---SLO01,Slovenia,W,Slovenia,Slovenia,SLO,Handball,HBL,Women,"['KLEMENCIC Valentina', 'GROS Ana', 'OMOREGIE Elizabeth', 'SPREITZER Nina', 'STANKO Tjasa', 'ABINA Ana', 'MAVSAR Tamara', 'VOJNOVIC Maja', 'LJEPOJA Natasa', 'VARAGIC Alja', 'PANDZIC Amra', 'LAZOVIC Barbara', 'SVETIK Maja', 'ABINA Ema']","['PAVLIC Aljaz', 'MIJATOVIC Branka', 'TOMAT Dasa', 'ADZIC Dragan', 'KREVS Miha', 'FELJA Marko']","['1981567', '1980829', '1980877', '1981476', '1981547', '1980826', '1981519', '1981186', '1981463', '1980822', '1980825', '1980847', '1981185', '1980879']",14.0,"['1980943', '1980962', '1980971', '1980979', '1981359', '3057246']",6.0
